case:concept:name,concept:name,time:timestamp,people,scene
950,Referenced,2022-11-02 09:08:05,olegz,fork_close
950,DeleteBranch,2022-11-03 09:52:49,neokeld,fork_close
954,SubmitCommit,2022-11-04 12:46:28,neokeld,fork_close
954,OpenPR,2022-11-04 12:52:14,neokeld,fork_close
954,ClosePR,2022-11-09 09:04:40,olegz,fork_close
960,SubmitCommit,2022-11-17 13:42:27,neokeld,fork_close
960,OpenPR,2022-11-18 18:51:23,neokeld,fork_close
960,ClosePR,2022-11-29 19:51:01,olegz,fork_close
961,SubmitCommit,2022-11-19 14:03:17,chrismathews,fork_merge
961,SubmitCommit,2022-11-19 14:05:42,chrismathews,fork_merge
961,SubmitCommit,2022-11-19 14:06:23,chrismathews,fork_merge
961,SubmitCommit,2022-11-19 14:07:55,chrismathews,fork_merge
961,SubmitCommit,2022-11-19 14:08:58,chrismathews,fork_merge
961,SubmitCommit,2022-11-19 14:10:18,chrismathews,fork_merge
961,SubmitCommit,2022-11-19 14:11:55,chrismathews,fork_merge
961,OpenPR,2022-11-19 14:17:51,chrismathews,fork_merge
961,MergePR,2022-11-29 19:43:08,olegz,fork_merge
963,SubmitCommit,2022-11-21 18:29:15,iromu,fork_merge
963,OpenPR,2022-11-21 18:30:39,iromu,fork_merge
963,MergePR,2022-11-29 19:42:24,olegz,fork_merge
965,SubmitCommit,2022-11-24 14:48:42,gpr-indevelopment,fork_close
965,OpenPR,2022-11-24 14:57:46,gpr-indevelopment,fork_close
965,ClosePR,2022-11-29 19:42:01,olegz,fork_close
969,SubmitCommit,2022-12-13 14:45:00,tzolov,fork_close
969,OpenPR,2022-12-13 14:48:19,tzolov,fork_close
969,ReviewRequested,2022-12-13 14:48:56,tzolov,fork_close
969,Revise,2022-12-13 15:16:12,tzolov,fork_close
969,Revise,2022-12-13 16:57:44,tzolov,fork_close
969,Revise,2022-12-13 17:48:14,tzolov,fork_close
969,Revise,2022-12-13 17:50:13,tzolov,fork_close
969,Revise,2022-12-13 18:10:07,tzolov,fork_close
969,Revise,2022-12-14 14:57:21,tzolov,fork_close
969,Revise,2022-12-14 15:14:16,tzolov,fork_close
969,Referenced,2022-12-15 10:09:29,olegz,fork_close
969,ClosePR,2022-12-15 10:09:56,olegz,fork_close
969,Referenced,2022-12-15 11:05:02,tzolov,fork_close
970,SubmitCommit,2022-12-14 04:56:23,bijukunjummen,fork_close
970,OpenPR,2022-12-14 04:58:58,bijukunjummen,fork_close
970,ReviewApproved,2022-12-15 04:18:35,meltsufin,fork_close
970,Revise,2022-12-15 05:40:30,bijukunjummen,fork_close
970,ClosePR,2022-12-15 10:20:57,olegz,fork_close
